bizesId,bizesNm,brchNm,indsLclsCd,indsLclsNm,indsMclsCd,indsMclsNm,indsSclsCd,indsSclsNm,ksicCd,ksicNm,ctprvnCd,ctprvnNm,signguCd,signguNm,adongCd,adongNm,ldongCd,ldongNm,lnoCd,plotSctCd,plotSctNm,lnoMnno,lnoSlno,lnoAdr,rdnmCd,rdnm,bldMnno,bldSlno,bldMngNo,bldNm,rdnmAdr,oldZipcd,newZipcd,dongNo,flrNo,hoNo,lon,lat,node_id
MA0101202411A0119376,노랑물고기,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104710013,1,대지,471,13,대전광역시 유성구 궁동 471-13,302003167023,대전광역시 유성구 문화원로,51,,3020012200104710013012539,,대전광역시 유성구 문화원로 51,305335,34167,,1,,127.341696097526,36.3600062165981,cnu
MA010120220802138362,크린주택관리,,N1,시설관리·임대,N102,청소·방제,N10201,건축물 일반 청소업,N74211,건축물 일반 청소업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104610014,1,대지,461,14,대전광역시 유성구 궁동 461-14,302004301156,대전광역시 유성구 문화원로37번길,24,18,3020012200104610014010488,,대전광역시 유성구 문화원로37번길 24-18,305335,34167,,,,127.341723738698,36.3612317349651,cnu
MA0101202305A0082355,구헤어,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104580008,1,대지,458,8,대전광역시 유성구 궁동 458-8,302004301156,대전광역시 유성구 문화원로37번길,24,15,3020012200104580008011406,,대전광역시 유성구 문화원로37번길 24-15,305335,34167,,,,127.341736101861,36.3615110636874,cnu
MA0101202306A0076091,제이원시스템,,N1,시설관리·임대,N107,사무 지원,N10703,복사업,N75912,복사업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104580008,1,대지,458,8,대전광역시 유성구 궁동 458-8,302004301156,대전광역시 유성구 문화원로37번길,24,15,3020012200104580008011406,,대전광역시 유성구 문화원로37번길 24-15,305335,34167,,1,,127.341736101861,36.3615110636874,cnu
MA010120220806087127,수정세탁소,,S2,수리·개인,S209,세탁,S20901,세탁소,S96912,가정용 세탁업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104580008,1,대지,458,8,대전광역시 유성구 궁동 458-8,302004301156,대전광역시 유성구 문화원로37번길,24,15,3020012200104580008011406,,대전광역시 유성구 문화원로37번길 24-15,305335,34167,,,,127.341736101861,36.3615110636874,cnu
MA010120220811768246,아유르헤어,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104610013,1,대지,461,13,대전광역시 유성구 궁동 461-13,302004301159,대전광역시 유성구 문화원로47번길,25,,3020012200104610013011827,,대전광역시 유성구 문화원로47번길 25,305335,34167,,1,,127.341756336589,36.3610423950866,cnu
MA010120220813343033,목련이야기카페,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104680008,1,대지,468,8,대전광역시 유성구 궁동 468-8,302004301157,대전광역시 유성구 문화원로38번길,55,,3020012200104680008011999,,대전광역시 유성구 문화원로38번길 55,305335,34167,,1,,127.341783260184,36.3595553799548,cnu
MA010120220805760855,신궁동공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104740002,1,대지,474,2,대전광역시 유성구 궁동 474-2,302004301159,대전광역시 유성구 문화원로47번길,12,,3020012200104740002012395,,대전광역시 유성구 문화원로47번길 12,305335,34167,,,,127.341798026942,36.3603844184077,cnu
MA010120220809341197,지에스25충남대,빌리지점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104580013,1,대지,458,13,대전광역시 유성구 궁동 458-13,302004301159,대전광역시 유성구 문화원로47번길,47,,3020012200104580013011559,,대전광역시 유성구 문화원로47번길 47,305335,34167,,,,127.341827679845,36.3620695298501,cnu
MA0101202406A0456332,대전에어컨설치세척가스충전기찬에어컨,,S2,수리·개인,S205,가전제품 수리,S20501,가전제품 수리업,S95310,가전제품 수리업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104610015,1,대지,461,15,대전광역시 유성구 궁동 461-15,302004301156,대전광역시 유성구 문화원로37번길,24,20,3020012200104610015010500,상명빌라,대전광역시 유성구 문화원로37번길 24-20,305335,34167,,,,127.341846258815,36.3612223727474,cnu
MA010120220803371660,은하별감파스타,,I2,음식,I204,서양식,I20402,파스타/스테이크,I56123,서양식 음식점업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104610015,1,대지,461,15,대전광역시 유성구 궁동 461-15,302004301156,대전광역시 유성구 문화원로37번길,24,20,3020012200104610015010500,상명빌라,대전광역시 유성구 문화원로37번길 24-20,305335,34167,,,,127.341846258815,36.3612223727474,cnu
MA010120220809951182,궁동행복한공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104610015,1,대지,461,15,대전광역시 유성구 궁동 461-15,302004301156,대전광역시 유성구 문화원로37번길,24,20,3020012200104610015010500,,대전광역시 유성구 문화원로37번길 24-20,305335,34167,,,,127.341846258815,36.3612223727474,cnu
MA0101202604A0044447,국밥의진수,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104610015,1,대지,461,15,대전광역시 유성구 궁동 461-15,302004301156,대전광역시 유성구 문화원로37번길,24,20,3020012200104610015010500,상명빌라,대전광역시 유성구 문화원로37번길 24-20,305335,34167,,,,127.341846258815,36.3612223727474,cnu
MA010120220806223091,피자나라치킨공주,,I2,음식,I210,기타 간이,I21003,피자,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104580014,1,대지,458,14,대전광역시 유성구 궁동 458-14,302004301159,대전광역시 유성구 문화원로47번길,35,,3020012200104580014009262,,대전광역시 유성구 문화원로47번길 35,305335,34167,,1,,127.341869606566,36.3614656230497,cnu
MA0101202601A0028856,한식밥상,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104580014,1,대지,458,14,대전광역시 유성구 궁동 458-14,302004301159,대전광역시 유성구 문화원로47번길,35,,3020012200104580014009262,,대전광역시 유성구 문화원로47번길 35,305335,34167,,1,,127.341869606566,36.3614656230497,cnu
MA0101202311A0029165,유성대박공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104710012,1,대지,471,12,대전광역시 유성구 궁동 471-12,302003167023,대전광역시 유성구 문화원로,53,,3020012200104710012012045,,대전광역시 유성구 문화원로 53,305335,34167,,1,,127.341874205481,36.3599696601343,cnu
MA010120220811760552,제이에스뷰티,,S2,수리·개인,S207,이용·미용,S20702,피부 관리실,S96113,피부 미용업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104710012,1,대지,471,12,대전광역시 유성구 궁동 471-12,302003167023,대전광역시 유성구 문화원로,53,,3020012200104710012012045,,대전광역시 유성구 문화원로 53,305335,34167,,2,,127.341874205481,36.3599696601343,cnu
MA010120220813144458,한강수한우육개장,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104710012,1,대지,471,12,대전광역시 유성구 궁동 471-12,302003167023,대전광역시 유성구 문화원로,53,,3020012200104710012012045,,대전광역시 유성구 문화원로 53,305335,34167,,1,,127.341874205481,36.3599696601343,cnu
MA010120220805407683,카페-세라미카,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104710012,1,대지,471,12,대전광역시 유성구 궁동 471-12,302003167023,대전광역시 유성구 문화원로,53,,3020012200104710012012045,,대전광역시 유성구 문화원로 53,305335,34167,,,,127.341874205481,36.3599696601343,cnu
MA0101202509A0037331,금박사,대전점,G2,소매,G217,시계·귀금속 소매,G21701,시계/귀금속 소매업,G47830,시계 및 귀금속 소매업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104710012,1,대지,471,12,대전광역시 유성구 궁동 471-12,302003167023,대전광역시 유성구 문화원로,53,,3020012200104710012012045,,대전광역시 유성구 문화원로 53,305335,34167,,1,,127.341874205481,36.3599696601343,cnu
MA010120220805755501,씨유유성,빌리지점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104740001,1,대지,474,1,대전광역시 유성구 궁동 474-1,302004301159,대전광역시 유성구 문화원로47번길,16,,3020012200104740001012326,,대전광역시 유성구 문화원로47번길 16,305335,34167,,,,127.341876649156,36.3605283814084,cnu
MA010120220808338351,탐라돌구이,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100106070005,1,대지,607,5,대전광역시 유성구 봉명동 607-5,302003167083,대전광역시 유성구 대학로,39,14,3020011100106070005000001,엔터팰리스2차,대전광역시 유성구 대학로 39-14,305301,34168,,,,127.34189793411,36.3577527021537,cnu
MA0101202302A0078291,부대통령뚝배기,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104680009,1,대지,468,9,대전광역시 유성구 궁동 468-9,302003167023,대전광역시 유성구 문화원로,56,,3020012200104680009012702,,대전광역시 유성구 문화원로 56,305335,34167,,1,,127.341939596477,36.3596360383823,cnu
MA010120220804941911,소풍노래연습장,,R1,예술·스포츠,R104,유원지·오락,R10407,노래방,R91223,노래 연습장 운영업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104680009,1,대지,468,9,대전광역시 유성구 궁동 468-9,302003167023,대전광역시 유성구 문화원로,56,,3020012200104680009012702,,대전광역시 유성구 문화원로 56,305335,34167,,,,127.341939596477,36.3596360383823,cnu
MA010120220806187808,대전통닭,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104710011,1,대지,471,11,대전광역시 유성구 궁동 471-11,302003167023,대전광역시 유성구 문화원로,53,1,3020012200104710011012059,,대전광역시 유성구 문화원로 53-1,305335,34167,,1,,127.341996605317,36.3599332628695,cnu
MA010120220806206803,컴퓨터119,,S2,수리·개인,S201,컴퓨터 수리,S20101,컴퓨터/노트북/프린터 수리업,S95110,컴퓨터 및 주변 기기 수리업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104740011,1,대지,474,11,대전광역시 유성구 궁동 474-11,302004301139,대전광역시 유성구 대학로75번길,34,,3020012200104740011012176,,대전광역시 유성구 대학로75번길 34,305335,34167,,,,127.341998497864,36.360365821277,cnu
MA0101202307A0071730,정직전단배포,,M1,과학·기술,M105,광고,M10599,기타 광고 관련 서비스업,M71399,그 외 기타 광고 관련 서비스업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104750008,1,대지,475,8,대전광역시 유성구 궁동 475-8,302004301159,대전광역시 유성구 문화원로47번길,20,,3020012200104750008010506,,대전광역시 유성구 문화원로47번길 20,305335,34167,,,,127.342022318991,36.3607172111756,cnu
MA010120220806170582,동큐칼국수3000원,,I2,음식,I201,한식,I20105,국수/칼국수,I56112,한식 면 요리 전문점,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104750008,1,대지,475,8,대전광역시 유성구 궁동 475-8,302004301159,대전광역시 유성구 문화원로47번길,20,,3020012200104750008010506,,대전광역시 유성구 문화원로47번길 20,305335,34167,,1,,127.342022318991,36.3607172111756,cnu
MA010120220813442424,자우리호텔,유성점,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100106050003,1,대지,605,3,대전광역시 유성구 봉명동 605-3,302003167083,대전광역시 유성구 대학로,47,18,3020011100106050003012426,우리호텔,대전광역시 유성구 대학로 47-18,305301,34168,,,,127.342023090418,36.3583471194364,cnu
MA010120220806593377,자우리호텔,유성점,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100106050003,1,대지,605,3,대전광역시 유성구 봉명동 605-3,302003167083,대전광역시 유성구 대학로,47,18,3020011100106050003012426,,대전광역시 유성구 대학로 47-18,305301,34168,,,,127.342023090418,36.3583471194364,cnu
MA010120220813507997,석세스뮤직,,P1,교육,P106,기타 교육,P10609,음악학원,R90199,그 외 기타 창작 및 예술관련 서비스업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104750013,1,대지,475,13,대전광역시 유성구 궁동 475-13,302004301159,대전광역시 유성구 문화원로47번길,24,,3020012200104750013011498,청운학사,대전광역시 유성구 문화원로47번길 24,305335,34167,,,,127.342134722127,36.3609421830003,cnu
MA010120220806190244,유레카피시방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104710009,1,대지,471,9,대전광역시 유성구 궁동 471-9,302003167023,대전광역시 유성구 문화원로,55,,3020012200104710009012121,,대전광역시 유성구 문화원로 55,305335,34167,,2,,127.342174594618,36.3598696710577,cnu
MA010120220806205647,피자뉴스,,I2,음식,I210,기타 간이,I21003,피자,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104710009,1,대지,471,9,대전광역시 유성구 궁동 471-9,302003167023,대전광역시 유성구 문화원로,55,,3020012200104710009012121,,대전광역시 유성구 문화원로 55,305335,34167,,,,127.342174594618,36.3598696710577,cnu
MA010120220802280047,옛집,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104710009,1,대지,471,9,대전광역시 유성구 궁동 471-9,302003167023,대전광역시 유성구 문화원로,55,,3020012200104710009012121,,대전광역시 유성구 문화원로 55,305335,34167,,1,,127.342174594618,36.3598696710577,cnu
MA010120220806216003,5.5닭갈비,유성점,I2,음식,I201,한식,I20110,닭/오리고기 구이/찜,I56113,한식 육류 요리 전문점,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104710009,1,대지,471,9,대전광역시 유성구 궁동 471-9,302003167023,대전광역시 유성구 문화원로,55,,3020012200104710009012121,,대전광역시 유성구 문화원로 55,305335,34167,,,,127.342174594618,36.3598696710577,cnu
MA0101202505A0082889,진양곱창,봉명점,I2,음식,I201,한식,I20109,곱창 전골/구이,I56111,한식 일반 음식점업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104710009,1,대지,471,9,대전광역시 유성구 궁동 471-9,302003167023,대전광역시 유성구 문화원로,55,,3020012200104710009012121,,대전광역시 유성구 문화원로 55,305335,34167,,1,,127.342174594618,36.3598696710577,cnu
MA010120220811931037,하이랜드,,I1,숙박,I102,기타 숙박,I10201,기숙사/고시원,I55901,기숙사 및 고시원 운영업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104750003,1,대지,475,3,대전광역시 유성구 궁동 475-3,302004301159,대전광역시 유성구 문화원로47번길,40,,3020012200104750003009184,,대전광역시 유성구 문화원로47번길 40,305335,34167,,1,,127.342182681838,36.3617170556885,cnu
MA010120220806214947,유성사랑녹즙,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104510002,1,대지,451,2,대전광역시 유성구 궁동 451-2,302004301142,대전광역시 유성구 대학로81번길,54,,3020012200104510002011335,,대전광역시 유성구 대학로81번길 54,305335,34167,,,,127.342207372266,36.3622667013297,cnu
MA0101202601A0008757,경포,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104510002,1,대지,451,2,대전광역시 유성구 궁동 451-2,302004301142,대전광역시 유성구 대학로81번길,54,,3020012200104510002011335,,대전광역시 유성구 대학로81번길 54,305335,34167,,1,,127.342207372266,36.3622667013297,cnu
MA010120220805454979,입주청소,,N1,시설관리·임대,N102,청소·방제,N10201,건축물 일반 청소업,N74211,건축물 일반 청소업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104750006,1,대지,475,6,대전광역시 유성구 궁동 475-6,302004301159,대전광역시 유성구 문화원로47번길,34,,3020012200104750006010476,,대전광역시 유성구 문화원로47번길 34,305335,34167,,,,127.342225670957,36.3613564627976,cnu
MA0101202303A0058684,빌려줘홈짐,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104750004,1,대지,475,4,대전광역시 유성구 궁동 475-4,302004301159,대전광역시 유성구 문화원로47번길,38,,3020012200104750004011705,,대전광역시 유성구 문화원로47번길 38,305335,34167,,,,127.342282327025,36.3615725823712,cnu
MA010120220809709589,워시팡팡무인셀프빨래방대전,충남대점,S2,수리·개인,S209,세탁,S20902,셀프 빨래방,S96912,가정용 세탁업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104750004,1,대지,475,4,대전광역시 유성구 궁동 475-4,302004301159,대전광역시 유성구 문화원로47번길,38,,3020012200104750004011705,스위트빌,대전광역시 유성구 문화원로47번길 38,305335,34167,,1,,127.342282327025,36.3615725823712,cnu
MA010120220806187625,지.엠건축사사무소,,M1,과학·기술,M109,기술 서비스,M10901,건축 설계 및 관련 서비스업,M72111,건축 설계 및 관련 서비스업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100106070004,1,대지,607,4,대전광역시 유성구 봉명동 607-4,302003167083,대전광역시 유성구 대학로,39,10,3020011100106070004012110,엔터팰리스1차,대전광역시 유성구 대학로 39-10,305301,34168,,3,,127.342320987016,36.3576793968936,cnu
MA0101202406A0231647,우리는탕그리고국,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100106070004,1,대지,607,4,대전광역시 유성구 봉명동 607-4,302003167083,대전광역시 유성구 대학로,39,10,3020011100106070004012110,엔터팰리스1차,대전광역시 유성구 대학로 39-10,305301,34168,,,,127.342320987016,36.3576793968936,cnu
MA0101202409A0062861,와이케이,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100106070004,1,대지,607,4,대전광역시 유성구 봉명동 607-4,302003167083,대전광역시 유성구 대학로,39,10,3020011100106070004012110,엔터팰리스1차,대전광역시 유성구 대학로 39-10,305301,34168,,3,,127.342320987016,36.3576793968936,cnu
MA0101202406A0594727,서영,,N1,시설관리·임대,N104,고용 알선,N10402,임시/일용 인력 공급업,N75121,임시 및 일용 인력 공급업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100106070004,1,대지,607,4,대전광역시 유성구 봉명동 607-4,302003167083,대전광역시 유성구 대학로,39,10,3020011100106070004012110,엔터팰리스1차,대전광역시 유성구 대학로 39-10,305301,34168,,3,,127.342320987016,36.3576793968936,cnu
MA010120220802687482,파이룸,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100106070004,1,대지,607,4,대전광역시 유성구 봉명동 607-4,302003167083,대전광역시 유성구 대학로,39,10,3020011100106070004012110,엔터팰리스1차,대전광역시 유성구 대학로 39-10,305301,34168,,,,127.342320987016,36.3576793968936,cnu
MA010120220807962746,탑엔터팰리스공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100106070004,1,대지,607,4,대전광역시 유성구 봉명동 607-4,302003167083,대전광역시 유성구 대학로,39,10,3020011100106070004012110,엔터팰리스1차,대전광역시 유성구 대학로 39-10,305301,34168,,1,,127.342320987016,36.3576793968936,cnu
